Company,Revenue_M$,EBITDA_M$,EBITDA_Margin,Revenue_Growth_1yr,Revenue_CAGR_3yr,EBITDA_Growth_1yr,EBITDA_CAGR_3yr,Gross_Margin,Net_Margin,ROA,ROE,ROIC,Debt_M$,Equity_M$,Debt_to_EBITDA,Debt_to_Equity,Current_Ratio,Quick_Ratio,Interest_Coverage,Working_Capital_M$,Capex_to_Sales,Free_Cash_Flow_Margin,Asset_Turnover,Inventory_Turnover,DSO,DPO,DIO,Cash_Conversion_Cycle,Customer_Concentration,Employee_Count,Revenue_per_Employee,IRR_Y5
Company_04311,284.3,36.67,0.129,0.168,-0.024,0.073,-0.035,0.783,0.162,0.16,0.205,0.215,41.44,432.61,1.13,0.1,1.66,1.96,14.14,5.69,0.071,-0.022,1.4,3.67,73.7,22.7,93.9,144.9,0.411,4104,69274.0,0.364
Company_04312,941.47,177.0,0.188,0.096,0.129,0.113,-0.05,0.436,0.232,0.092,0.126,0.12,684.99,1942.03,3.87,0.35,1.38,1.0,6.95,18.83,0.018,0.022,0.51,5.02,70.9,65.6,75.0,80.3,0.397,3655,257584.0,0.113
Company_04313,133.1,37.13,0.279,0.075,-0.042,0.092,-0.065,0.654,0.146,0.132,0.272,0.145,94.31,414.27,2.54,0.23,1.31,0.75,12.9,2.66,0.01,-0.045,0.32,9.34,60.2,49.4,33.4,44.2,0.014,2270,58634.0,0.291
Company_04314,876.38,177.91,0.203,0.016,0.139,0.034,0.193,0.266,0.272,0.152,0.125,0.165,770.35,942.95,4.33,0.82,1.07,1.21,6.14,17.53,0.098,0.185,1.57,10.02,43.0,42.0,54.4,55.4,0.12,3489,251184.0,0.045
Company_04315,971.23,312.74,0.322,0.053,0.152,-0.134,-0.005,0.712,0.097,0.024,0.288,0.233,819.38,2254.33,2.62,0.36,1.89,1.28,11.19,19.42,0.029,0.193,1.25,6.49,45.1,62.1,89.3,72.3,0.357,3234,300318.0,0.243
Company_04316,185.38,55.98,0.302,0.04,0.096,-0.124,-0.071,0.302,0.235,0.138,0.06,0.235,222.8,284.56,3.98,0.78,1.35,2.0,9.38,3.71,0.082,0.144,0.91,7.82,43.3,44.9,86.4,84.8,0.409,1123,165076.0,0.228
Company_04317,724.85,68.14,0.094,0.158,0.003,-0.093,0.069,0.241,0.066,0.037,0.079,0.176,72.91,626.65,1.07,0.12,2.76,0.82,7.83,14.5,0.06,0.115,0.98,11.04,89.7,24.8,94.7,159.6,0.392,1983,365532.0,0.182
Company_04318,49.88,3.34,0.067,-0.054,-0.02,0.276,0.183,0.259,0.267,0.046,0.232,0.052,21.54,29.72,6.45,0.72,1.85,1.31,14.89,1.0,0.067,0.044,1.01,4.02,35.3,60.5,51.3,26.1,0.185,1216,41020.0,-0.043
Company_04319,411.37,146.86,0.357,-0.063,0.044,-0.035,0.022,0.534,0.028,0.098,0.202,0.088,859.13,832.34,5.85,1.03,2.25,1.06,12.37,8.23,0.024,0.036,0.92,7.73,75.5,45.0,96.0,126.5,0.36,2929,140447.0,0.082
Company_04320,521.12,40.65,0.078,0.164,0.09,0.369,0.093,0.375,0.148,0.196,0.229,0.09,46.75,271.81,1.15,0.17,1.62,1.62,3.68,10.42,0.078,0.164,0.6,3.32,78.8,41.0,38.4,76.2,0.224,3304,157724.0,0.18
Company_04321,584.84,59.65,0.102,0.119,0.143,0.286,-0.023,0.777,0.138,0.191,0.21,0.17,412.78,383.17,6.92,1.08,1.52,1.81,14.69,11.7,0.04,-0.017,1.77,5.33,31.3,56.9,54.6,29.0,0.459,4948,118197.0,0.057
Company_04322,936.58,54.32,0.058,0.072,-0.05,0.211,0.072,0.712,0.195,0.181,0.182,0.192,356.88,503.98,6.57,0.71,2.63,1.64,8.1,18.73,0.064,0.139,0.31,2.47,30.1,49.5,81.9,62.5,0.306,852,1099272.0,0.023
Company_04323,675.53,182.39,0.27,-0.039,0.163,0.232,0.044,0.682,0.143,0.017,0.058,0.068,904.65,577.97,4.96,1.57,1.74,0.78,10.28,13.51,0.046,0.178,0.98,3.47,72.9,50.5,82.0,104.4,0.163,3554,190076.0,0.045
Company_04324,486.47,123.56,0.254,0.064,0.164,-0.171,0.074,0.686,0.185,0.172,0.252,0.108,415.16,1399.64,3.36,0.3,1.19,1.48,3.54,9.73,0.026,-0.02,0.99,4.01,88.3,63.9,72.2,96.6,0.053,308,1579448.0,0.02
Company_04325,811.58,320.57,0.395,0.216,0.083,0.141,0.086,0.734,0.261,0.157,0.178,0.151,2019.59,1368.96,6.3,1.48,1.65,0.85,14.84,16.23,0.022,-0.026,0.65,3.24,55.8,43.3,87.7,100.2,0.316,4566,177744.0,0.278
Company_04326,951.03,342.37,0.36,0.256,0.053,0.365,-0.063,0.719,0.06,0.105,0.076,0.204,2105.58,1998.11,6.15,1.05,1.24,1.98,8.19,19.02,0.045,0.178,1.62,4.15,78.6,34.3,69.4,113.7,0.342,1729,550046.0,0.178
Company_04327,31.85,6.18,0.194,0.181,0.203,-0.177,-0.063,0.757,0.088,0.072,0.098,0.119,21.82,21.15,3.53,1.03,1.93,1.34,7.99,0.64,0.011,0.101,1.0,5.42,71.5,35.8,57.9,93.6,0.456,4499,7079.0,0.163
Company_04328,982.7,176.89,0.18,-0.076,0.185,-0.025,0.004,0.761,0.245,0.154,0.216,0.149,925.13,1229.83,5.23,0.75,1.59,1.15,5.89,19.65,0.097,0.139,0.63,5.24,38.4,67.7,29.9,0.6,0.179,2917,336887.0,-0.13
Company_04329,95.27,14.67,0.154,0.168,0.245,-0.169,-0.054,0.379,0.084,0.03,0.069,0.149,85.97,141.38,5.86,0.61,2.64,1.47,7.03,1.91,0.036,0.105,1.38,4.36,48.8,21.9,25.2,52.1,0.339,3356,28388.0,0.006
Company_04330,816.24,84.07,0.103,-0.004,0.062,0.142,0.001,0.332,0.274,0.134,0.267,0.235,496.01,845.7,5.9,0.59,1.13,1.4,11.94,16.32,0.071,0.163,0.48,5.32,83.5,45.8,56.2,93.9,0.009,2929,278675.0,-0.018
Company_04331,287.53,28.18,0.098,0.026,0.222,-0.13,-0.09,0.586,0.171,0.138,0.248,0.219,192.75,176.3,6.84,1.09,2.97,1.88,3.21,5.75,0.062,0.196,0.77,2.05,76.1,58.8,91.2,108.5,0.051,1268,226759.0,-0.018
Company_04332,140.86,13.52,0.096,-0.022,-0.024,0.088,0.04,0.274,0.043,0.115,0.127,0.222,78.42,87.04,5.8,0.9,2.59,1.27,5.62,2.82,0.076,0.085,1.95,8.2,30.9,58.8,69.9,42.0,0.067,50,2817200.0,-0.116
Company_04333,445.46,40.09,0.09,0.21,0.073,0.232,-0.015,0.327,0.026,0.177,0.271,0.083,173.59,242.83,4.33,0.71,2.33,1.63,6.46,8.91,0.085,0.166,1.79,6.14,55.4,65.8,26.6,16.2,0.195,4390,101472.0,0.016
Company_04334,647.52,86.77,0.134,0.159,0.09,-0.101,0.257,0.664,0.234,0.073,0.271,0.23,505.0,431.92,5.82,1.17,1.11,1.98,5.26,12.95,0.089,0.14,1.41,7.21,34.5,64.8,63.1,32.8,0.427,2134,303430.0,0.082
Company_04335,387.14,60.78,0.157,0.145,0.082,0.253,0.243,0.59,0.26,0.101,0.259,0.129,170.79,573.21,2.81,0.3,2.96,1.45,4.78,7.74,0.07,0.173,0.66,6.77,37.9,69.3,58.3,26.9,0.095,3926,98609.0,0.094
Company_04336,64.02,24.78,0.387,0.167,0.138,-0.164,0.02,0.591,0.087,0.154,0.127,0.159,61.45,273.63,2.48,0.22,2.52,0.71,14.98,1.28,0.045,0.149,1.43,7.83,71.0,34.3,85.9,122.6,0.169,4405,14533.0,0.413
Company_04337,603.47,152.07,0.252,-0.005,0.001,-0.11,0.09,0.77,0.087,0.146,0.214,0.173,422.75,1012.72,2.78,0.42,1.9,1.99,12.61,12.07,0.054,-0.047,0.87,10.1,68.4,37.2,53.3,84.5,0.417,1952,309155.0,0.185
Company_04338,903.38,357.74,0.396,0.078,0.21,-0.032,0.282,0.601,0.287,0.117,0.163,0.136,1527.55,3392.67,4.27,0.45,2.66,1.47,4.84,18.07,0.043,0.185,0.53,9.63,32.1,54.9,33.0,10.2,0.379,2958,305402.0,0.238
Company_04339,389.38,70.09,0.18,0.153,0.116,0.278,0.11,0.458,0.204,0.062,0.185,0.119,317.51,518.76,4.53,0.61,1.68,1.98,13.65,7.79,0.096,0.124,0.64,7.69,52.9,33.0,99.9,119.8,0.403,1096,355274.0,0.119
Company_04340,224.17,47.08,0.21,0.155,0.221,0.31,0.239,0.368,0.067,0.066,0.152,0.1,137.47,195.59,2.92,0.7,1.82,1.28,7.12,4.48,0.039,-0.04,0.65,5.14,44.2,53.8,82.6,73.0,0.466,1100,203791.0,0.197
Company_04341,448.15,73.5,0.164,0.217,-0.049,-0.068,0.231,0.403,0.146,0.151,0.051,0.153,285.92,559.06,3.89,0.51,2.34,0.57,3.04,8.96,0.034,-0.028,0.67,11.44,78.2,50.3,20.9,48.8,0.274,2362,189733.0,0.126
Company_04342,57.88,6.6,0.114,0.015,0.139,-0.143,0.277,0.367,0.275,0.011,0.052,0.218,29.44,35.67,4.46,0.83,2.84,1.89,9.74,1.16,0.059,0.024,0.59,2.37,56.6,43.1,98.0,111.5,0.179,2252,25702.0,0.051
Company_04343,822.28,82.23,0.1,0.208,0.074,0.309,0.022,0.221,0.194,0.134,0.243,0.203,218.73,741.96,2.66,0.29,2.84,1.83,8.9,16.45,0.019,0.188,1.86,3.74,52.5,31.5,66.0,87.0,0.23,2202,373424.0,0.204
Company_04344,828.08,315.5,0.381,0.076,0.102,0.19,-0.083,0.357,0.134,0.057,0.287,0.152,422.77,2221.99,1.34,0.19,1.47,1.23,7.95,16.56,0.09,0.008,1.1,11.31,58.3,34.7,28.8,52.4,0.478,4894,169203.0,0.256
Company_04345,592.12,233.89,0.395,0.168,0.173,-0.105,-0.058,0.701,0.062,0.138,0.107,0.119,381.24,2127.14,1.63,0.18,2.28,1.02,4.36,11.84,0.099,0.125,0.71,7.41,78.7,61.8,50.9,67.8,0.151,618,958123.0,0.292
Company_04346,359.57,23.73,0.066,0.082,0.018,0.135,0.129,0.637,0.223,0.046,0.186,0.053,111.06,173.97,4.68,0.64,2.77,0.72,11.89,7.19,0.041,-0.015,1.52,7.31,50.9,59.7,21.3,12.5,0.37,4119,87295.0,0.085
Company_04347,801.79,82.58,0.103,0.279,0.011,0.323,0.112,0.573,0.097,0.082,0.127,0.092,539.25,813.5,6.53,0.66,1.21,1.89,8.74,16.04,0.02,-0.028,2.0,7.9,66.9,24.9,56.9,98.9,0.259,1765,454272.0,0.073
Company_04348,559.14,110.71,0.198,-0.028,0.161,-0.158,0.019,0.741,0.178,0.153,0.169,0.087,406.31,1325.78,3.67,0.31,1.37,1.28,12.68,11.18,0.035,0.093,0.22,3.74,37.4,29.8,32.8,40.4,0.087,4352,128479.0,0.1
Company_04349,827.67,95.18,0.115,0.17,0.106,-0.15,-0.001,0.358,0.188,0.153,0.08,0.168,385.48,1022.46,4.05,0.38,2.57,1.67,4.5,16.55,0.048,0.066,1.42,2.78,63.5,32.0,24.5,56.0,0.397,3073,269336.0,0.057
Company_04350,635.14,112.42,0.177,0.131,0.02,-0.036,0.184,0.547,0.176,0.05,0.231,0.234,139.4,1052.79,1.24,0.13,2.12,1.43,14.69,12.7,0.085,0.161,1.33,3.82,68.3,30.8,84.8,122.3,0.359,2788,227812.0,0.368
Company_04351,786.56,74.72,0.095,-0.031,0.095,0.191,0.036,0.219,0.089,0.081,0.179,0.113,501.37,389.15,6.71,1.29,1.11,0.68,10.76,15.73,0.097,0.157,1.29,5.29,44.0,52.1,24.4,16.3,0.429,415,1895325.0,-0.018
Company_04352,602.58,126.54,0.21,-0.074,0.088,-0.093,0.142,0.735,0.218,0.105,0.127,0.209,778.22,1028.43,6.15,0.76,2.07,0.57,8.36,12.05,0.075,0.197,0.73,10.76,55.0,27.2,63.6,91.4,0.4,3808,158241.0,0.029
Company_04353,420.0,60.9,0.145,0.22,0.157,0.29,0.185,0.469,0.178,0.122,0.216,0.116,239.34,529.87,3.93,0.45,2.84,1.07,11.82,8.4,0.094,0.151,0.61,11.6,65.6,28.4,81.1,118.3,0.417,4822,87101.0,0.177
Company_04354,958.37,165.8,0.173,-0.037,-0.049,0.25,0.072,0.307,0.133,0.151,0.178,0.243,1042.88,1590.36,6.29,0.66,1.37,0.51,9.76,19.17,0.026,0.176,1.06,4.95,50.5,60.2,86.6,76.9,0.162,959,999343.0,0.05
Company_04355,545.7,45.29,0.083,-0.025,0.126,0.137,-0.023,0.344,0.035,0.014,0.151,0.089,163.95,214.81,3.62,0.76,1.14,0.82,7.51,10.91,0.094,0.094,1.72,10.08,38.9,54.3,86.7,71.3,0.109,4967,109865.0,-0.022
Company_04356,609.04,121.81,0.2,0.291,0.132,-0.13,0.244,0.709,0.113,0.032,0.183,0.131,455.57,932.11,3.74,0.49,2.89,1.88,12.1,12.18,0.062,0.141,1.26,3.93,32.1,25.5,53.5,60.1,0.044,3405,178866.0,0.286
Company_04357,228.28,89.94,0.394,0.187,0.174,0.393,-0.063,0.265,0.119,0.04,0.288,0.08,458.69,644.16,5.1,0.71,1.76,1.37,6.37,4.57,0.05,0.073,0.33,10.07,52.3,44.8,31.3,38.8,0.242,4183,54573.0,0.027
Company_04358,629.39,103.85,0.165,0.0,0.217,0.094,0.232,0.755,0.242,0.046,0.067,0.095,305.32,557.09,2.94,0.55,2.55,1.54,2.33,12.59,0.051,0.035,1.45,7.95,32.1,22.6,52.6,62.1,0.18,952,661124.0,0.039
Company_04359,575.89,205.59,0.357,0.136,0.082,0.071,0.235,0.424,0.164,0.016,0.281,0.071,1293.16,1614.03,6.29,0.8,2.21,1.67,12.29,11.52,0.096,0.054,1.53,10.71,45.9,59.4,27.0,13.5,0.306,714,806569.0,0.164
Company_04360,192.99,66.58,0.345,0.114,0.053,0.397,0.128,0.351,0.281,0.185,0.082,0.072,151.8,744.46,2.28,0.2,1.37,1.92,5.89,3.86,0.043,0.008,1.09,3.17,59.5,52.7,81.8,88.6,0.014,491,393055.0,0.264
Company_04361,68.99,26.42,0.383,0.238,-0.019,0.318,0.152,0.399,0.23,0.041,0.102,0.176,178.6,262.13,6.76,0.68,1.4,0.73,9.92,1.38,0.024,0.165,1.82,6.94,57.4,30.4,63.9,90.9,0.177,3607,19127.0,0.166
Company_04362,608.32,198.92,0.327,0.192,0.051,0.074,0.043,0.445,0.171,0.024,0.295,0.207,1304.92,1595.53,6.56,0.82,2.49,1.36,13.61,12.17,0.063,0.055,0.56,6.5,63.0,20.1,87.8,130.7,0.172,3845,158211.0,0.286
Company_04363,766.06,215.26,0.281,0.233,-0.029,0.051,0.237,0.529,0.067,0.1,0.253,0.066,660.85,2059.47,3.07,0.32,2.27,1.08,5.37,15.32,0.02,0.037,1.56,8.35,60.2,59.3,59.6,60.5,0.438,4269,179447.0,0.224
Company_04364,528.17,184.86,0.35,-0.015,0.191,-0.142,0.005,0.552,0.082,0.189,0.138,0.094,916.91,1867.08,4.96,0.49,1.03,1.07,13.62,10.56,0.074,0.188,0.89,3.85,58.5,21.2,83.0,120.3,0.19,1205,438315.0,0.163
Company_04365,234.5,17.82,0.076,0.156,0.192,0.356,0.124,0.469,0.065,0.193,0.151,0.114,70.92,169.41,3.98,0.42,1.99,1.52,4.34,4.69,0.01,-0.017,1.29,11.31,44.5,65.8,45.6,24.3,0.011,952,246324.0,0.124
Company_04366,669.86,142.01,0.212,-0.084,0.075,0.306,-0.099,0.468,0.144,0.139,0.125,0.237,640.47,1526.0,4.51,0.42,2.84,0.8,5.24,13.4,0.047,0.057,0.74,7.85,34.2,33.1,27.6,28.7,0.122,4882,137210.0,0.007
Company_04367,89.3,35.36,0.396,-0.072,0.028,-0.014,0.276,0.371,0.222,0.044,0.106,0.17,72.13,353.35,2.04,0.2,2.06,1.45,9.28,1.79,0.082,0.191,1.21,11.79,35.6,36.4,83.4,82.6,0.084,3894,22933.0,0.272
Company_04368,447.42,142.73,0.319,0.185,-0.015,0.252,0.279,0.43,0.233,0.011,0.065,0.071,783.59,1491.5,5.49,0.53,1.06,1.04,8.94,8.95,0.047,0.047,0.6,2.2,65.2,45.8,20.1,39.5,0.35,774,578062.0,0.046
Company_04369,171.73,66.46,0.387,-0.09,0.205,0.258,0.184,0.48,0.047,0.074,0.058,0.124,269.83,509.89,4.06,0.53,1.98,0.68,13.47,3.43,0.079,0.145,0.56,2.97,74.5,37.2,64.9,102.2,0.214,3770,45552.0,0.066
Company_04370,192.61,62.21,0.323,0.132,0.213,-0.063,0.069,0.559,0.159,0.034,0.175,0.193,101.4,468.27,1.63,0.22,1.09,1.77,5.09,3.85,0.073,0.119,0.91,11.4,34.0,33.2,81.1,81.9,0.067,4870,39550.0,0.226
Company_04371,210.27,74.86,0.356,0.236,0.03,0.168,-0.029,0.278,0.155,0.153,0.183,0.246,434.19,465.9,5.8,0.93,1.91,0.71,14.48,4.21,0.07,0.054,1.06,5.34,83.0,38.2,37.9,82.7,0.129,1988,105770.0,0.319
Company_04372,392.84,116.67,0.297,0.052,0.137,-0.047,0.097,0.658,0.143,0.194,0.24,0.198,747.85,867.93,6.41,0.86,2.47,1.26,9.57,7.86,0.047,0.179,1.6,2.85,82.7,65.4,30.4,47.7,0.017,1966,199817.0,0.106
Company_04373,60.64,19.16,0.316,-0.082,0.028,0.274,0.217,0.608,0.104,0.026,0.074,0.086,19.93,177.69,1.04,0.11,1.26,0.92,10.18,1.21,0.093,0.152,1.9,10.77,71.7,49.7,43.0,65.0,0.123,1509,40186.0,0.223
Company_04374,403.82,94.09,0.233,0.186,0.018,-0.108,0.142,0.379,0.153,0.085,0.179,0.214,549.49,545.68,5.84,1.01,1.68,1.93,2.18,8.08,0.042,-0.046,0.26,10.07,60.6,27.0,38.3,71.9,0.001,3526,114526.0,0.047
Company_04375,516.59,192.69,0.373,0.272,-0.044,0.201,0.111,0.476,0.165,0.181,0.281,0.051,847.84,965.18,4.4,0.88,1.4,1.42,14.95,10.33,0.044,0.036,1.05,6.32,32.4,45.7,33.2,19.9,0.275,4859,106316.0,0.379
Company_04376,488.46,165.59,0.339,0.187,0.123,-0.004,0.24,0.768,0.188,0.148,0.263,0.146,215.27,1809.79,1.3,0.12,1.79,1.46,6.51,9.77,0.073,0.008,0.68,3.48,59.7,38.0,63.1,84.8,0.452,3114,156859.0,0.212
Company_04377,388.96,134.19,0.345,0.131,-0.005,-0.178,0.025,0.212,0.126,0.175,0.184,0.119,492.48,435.56,3.67,1.13,1.3,1.31,8.3,7.78,0.077,-0.008,1.01,7.86,69.6,36.4,61.1,94.3,0.002,2633,147725.0,0.2
Company_04378,840.76,240.46,0.286,-0.008,-0.046,-0.126,0.244,0.687,0.285,0.185,0.083,0.239,839.21,2744.2,3.49,0.31,1.54,1.84,2.57,16.82,0.038,0.012,0.86,3.49,86.3,52.9,68.4,101.8,0.362,2751,305620.0,0.009
Company_04379,153.87,24.16,0.157,-0.094,-0.019,0.193,0.076,0.507,0.115,0.088,0.089,0.059,51.94,257.42,2.15,0.2,1.27,0.95,8.15,3.08,0.082,0.058,0.78,5.22,33.5,52.9,73.2,53.8,0.238,348,442155.0,0.046
Company_04380,510.64,31.66,0.062,0.178,0.044,-0.056,-0.099,0.571,0.271,0.142,0.169,0.101,100.05,282.67,3.16,0.35,1.82,1.35,3.17,10.21,0.084,0.029,1.71,10.78,75.0,61.8,88.4,101.6,0.31,1053,484938.0,0.071
Company_04381,71.42,26.93,0.377,-0.008,0.151,0.179,0.193,0.611,0.244,0.145,0.204,0.102,108.26,264.92,4.02,0.41,1.94,0.84,14.56,1.43,0.014,0.181,1.83,9.1,68.0,32.8,39.9,75.1,0.375,2083,34287.0,0.257
Company_04382,80.44,20.51,0.255,0.243,0.011,0.049,0.251,0.474,0.15,0.13,0.295,0.135,87.99,172.24,4.29,0.51,2.17,0.79,12.94,1.61,0.052,-0.037,1.84,9.51,65.3,44.2,99.4,120.5,0.173,1053,76391.0,0.215
Company_04383,578.13,89.03,0.154,0.087,0.216,0.216,0.094,0.315,0.159,0.072,0.258,0.235,167.38,726.19,1.88,0.23,2.51,1.22,11.3,11.56,0.069,0.032,0.84,3.86,32.0,57.5,77.3,51.8,0.196,4225,136836.0,0.213
Company_04384,570.36,58.18,0.102,0.112,0.037,0.096,0.082,0.746,0.264,0.168,0.154,0.181,262.97,514.27,4.52,0.51,1.21,0.91,9.01,11.41,0.033,0.066,0.59,2.76,32.3,59.5,59.1,31.9,0.28,2349,242810.0,0.064
Company_04385,879.25,298.94,0.34,0.202,0.049,-0.015,0.222,0.644,0.158,0.156,0.138,0.074,759.31,911.22,2.54,0.83,2.74,1.62,12.29,17.59,0.07,-0.008,1.67,4.33,70.7,25.0,36.1,81.8,0.138,2479,354679.0,0.323
Company_04386,562.29,192.87,0.343,0.212,0.015,-0.113,0.254,0.536,0.21,0.095,0.053,0.215,381.88,2027.14,1.98,0.19,2.4,0.56,4.26,11.25,0.026,-0.004,1.49,8.95,40.8,45.9,27.3,22.2,0.131,1655,339752.0,0.317
Company_04387,960.19,321.66,0.335,0.157,0.026,0.005,0.29,0.469,0.247,0.09,0.052,0.176,958.55,3327.99,2.98,0.29,1.22,0.67,3.53,19.2,0.011,-0.024,1.68,10.78,80.0,69.0,73.0,84.0,0.194,4170,230261.0,0.208
Company_04388,58.21,16.07,0.276,0.275,-0.028,0.181,0.038,0.5,0.274,0.012,0.169,0.053,77.46,118.55,4.82,0.65,1.76,1.43,2.24,1.16,0.062,0.15,1.93,7.48,56.4,22.4,26.5,60.5,0.068,3917,14861.0,0.084
Company_04389,107.03,19.05,0.178,0.293,0.038,0.244,0.138,0.694,0.081,0.17,0.067,0.234,128.78,97.77,6.76,1.32,1.76,0.61,8.51,2.14,0.016,-0.046,0.32,9.9,42.5,32.1,82.8,93.2,0.195,4656,22988.0,0.179
Company_04390,53.63,8.37,0.156,0.279,0.208,-0.104,0.229,0.208,0.293,0.064,0.089,0.059,49.8,50.29,5.95,0.99,2.41,0.98,10.94,1.07,0.051,0.147,0.93,7.18,81.4,31.4,59.8,109.8,0.385,1911,28064.0,0.082
Company_04391,193.42,10.25,0.053,0.23,0.157,0.199,0.113,0.719,0.29,0.099,0.295,0.172,63.45,70.15,6.19,0.9,1.3,1.44,6.2,3.87,0.049,0.117,1.87,10.15,42.9,59.6,69.9,53.2,0.031,160,1208875.0,-0.047
Company_04392,545.86,186.68,0.342,0.182,0.213,-0.092,0.085,0.228,0.103,0.088,0.229,0.17,429.36,827.2,2.3,0.52,1.12,0.82,2.31,10.92,0.096,0.125,1.75,11.59,65.6,60.9,75.2,79.9,0.441,1184,461030.0,0.212
Company_04393,649.12,52.58,0.081,0.165,-0.019,-0.067,0.129,0.57,0.192,0.139,0.163,0.172,198.23,445.49,3.77,0.44,1.05,1.67,2.87,12.98,0.021,0.142,0.44,2.82,57.6,43.3,82.8,97.1,0.283,379,1712718.0,0.149
Company_04394,55.13,14.94,0.271,-0.058,0.087,0.119,0.043,0.4,0.033,0.084,0.264,0.22,54.98,65.23,3.68,0.84,2.73,1.94,4.03,1.1,0.055,-0.028,1.23,2.15,69.9,29.7,98.8,139.0,0.358,312,176699.0,0.038
Company_04395,946.51,213.91,0.226,0.009,0.019,-0.026,-0.023,0.607,0.067,0.044,0.094,0.075,804.3,1957.19,3.76,0.41,2.24,1.9,7.84,18.93,0.081,-0.013,1.99,11.68,50.2,44.8,83.0,88.4,0.228,4608,205406.0,0.086
Company_04396,843.74,197.44,0.234,-0.098,0.166,0.197,-0.073,0.251,0.183,0.175,0.147,0.157,434.37,1594.26,2.2,0.27,1.04,0.63,7.6,16.87,0.02,0.088,1.32,11.38,49.3,52.6,94.1,90.8,0.433,2184,386328.0,0.067
Company_04397,303.65,113.57,0.374,-0.045,0.241,0.373,0.144,0.534,0.202,0.045,0.124,0.165,688.23,1195.02,6.06,0.58,2.87,1.58,3.77,6.07,0.068,-0.013,0.52,3.3,67.2,34.2,82.0,115.0,0.291,4964,61170.0,0.015
Company_04398,86.42,5.27,0.061,0.076,0.195,-0.111,0.052,0.713,0.17,0.015,0.299,0.13,15.76,34.69,2.99,0.45,1.22,1.64,12.57,1.73,0.096,0.038,1.33,9.44,88.5,25.4,67.2,130.3,0.37,1364,63358.0,0.114
Company_04399,178.19,57.2,0.321,-0.041,-0.039,0.142,0.253,0.497,0.217,0.047,0.275,0.156,220.22,637.93,3.85,0.35,2.5,0.77,10.41,3.56,0.011,0.109,1.69,8.18,87.5,44.0,89.1,132.6,0.41,2163,82381.0,0.119
Company_04400,135.67,9.23,0.068,0.261,0.045,0.354,-0.011,0.251,0.242,0.096,0.182,0.15,29.35,81.93,3.18,0.36,2.71,0.64,8.03,2.71,0.052,-0.042,0.24,6.39,33.6,40.0,92.0,85.6,0.202,1672,81142.0,0.257
Company_04401,132.05,8.32,0.063,0.222,-0.041,-0.094,0.024,0.222,0.067,0.09,0.156,0.202,25.63,25.02,3.08,1.02,2.3,0.66,11.46,2.64,0.087,0.084,1.26,6.28,64.8,66.1,25.5,24.2,0.433,1869,70653.0,0.283
Company_04402,523.38,104.68,0.2,-0.071,-0.038,0.02,0.288,0.573,0.205,0.161,0.3,0.079,489.9,726.08,4.68,0.67,1.14,1.25,14.58,10.47,0.026,0.036,0.45,6.06,31.2,44.6,22.0,8.6,0.267,4883,107184.0,0.085
Company_04403,253.39,18.24,0.072,-0.0,-0.026,-0.126,0.123,0.242,0.178,0.047,0.102,0.056,126.95,213.46,6.96,0.59,2.13,1.81,2.76,5.07,0.065,0.108,0.7,8.6,71.7,47.5,82.6,106.8,0.143,625,405424.0,-0.146
Company_04404,364.56,118.85,0.326,0.228,0.033,0.185,0.039,0.243,0.053,0.157,0.152,0.236,749.94,1384.11,6.31,0.54,1.91,1.0,14.93,7.29,0.061,0.094,1.7,10.24,73.2,40.7,58.1,90.6,0.178,659,553202.0,0.374
Company_04405,989.61,232.56,0.235,0.221,0.041,0.201,0.244,0.455,0.084,0.028,0.228,0.113,1527.92,1894.01,6.57,0.81,2.52,0.75,14.78,19.79,0.072,0.053,1.35,8.73,42.6,65.1,64.1,41.6,0.417,640,1546266.0,0.13
Company_04406,687.47,41.25,0.06,0.278,0.07,0.199,0.197,0.326,0.138,0.1,0.226,0.208,148.5,369.55,3.6,0.4,1.54,1.4,3.76,13.75,0.076,0.058,1.46,6.39,71.5,29.8,84.7,126.4,0.194,105,6547333.0,0.188
Company_04407,949.49,60.77,0.064,0.299,0.071,0.125,0.129,0.323,0.262,0.174,0.194,0.114,130.05,311.78,2.14,0.42,2.39,1.06,13.7,18.99,0.064,0.059,0.39,3.09,35.0,22.6,34.1,46.5,0.257,4351,218223.0,0.269
Company_04408,151.13,39.9,0.264,0.291,0.181,0.248,0.256,0.489,0.081,0.088,0.288,0.051,43.09,235.08,1.08,0.18,1.41,1.97,11.5,3.02,0.079,0.137,0.7,4.13,38.2,43.7,84.0,78.5,0.117,1301,116164.0,0.313
Company_04409,388.32,128.92,0.332,0.064,-0.008,-0.178,-0.062,0.368,0.071,0.193,0.112,0.093,162.44,845.64,1.26,0.19,2.42,1.29,4.7,7.77,0.031,-0.023,0.4,10.88,60.9,67.1,90.9,84.7,0.372,3205,121161.0,0.252
Company_04410,559.18,113.51,0.203,0.0,-0.003,0.375,0.058,0.332,0.222,0.13,0.192,0.071,608.41,763.05,5.36,0.8,1.52,0.52,12.48,11.18,0.089,0.046,1.21,9.18,52.0,41.6,40.1,50.5,0.284,1315,425232.0,0.17
Company_04411,85.99,20.98,0.244,0.203,0.138,-0.067,0.224,0.509,0.293,0.154,0.253,0.215,66.72,196.42,3.18,0.34,2.97,1.64,3.8,1.72,0.092,0.073,0.49,6.65,86.1,42.0,71.8,115.9,0.169,2926,29388.0,0.189
